net,training_dataset,num_params,depth,lr,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20
"[C(128,1,1), C(256,5,1), D(1,2), P(2,2), SM(10)]",svhn,819584,4,0.00016,0.729,0.7592,0.775,0.7588,0.7898,0.7998,0.7998,0.7996,0.7998,0.8036,0.8138,0.8114,0.8136,0.8104,0.8122,0.8174,0.8162,0.8192,0.8188,0.8182
"[C(256,1,1), P(2,2), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,4391680,6,0.0004,0.6848,0.8118,0.8382,0.8478,0.8534,0.8778,0.89,0.8904,0.8902,0.892,0.896,0.8966,0.8956,0.8956,0.8958,0.8956,0.895,0.8956,0.8952,0.8952
"[C(128,1,1), C(256,5,1), D(1,3), P(3,2), C(256,5,1), D(2,3), C(256,5,1), SM(10)]",svhn,5734784,6,0.0004,0.7782,0.8428,0.8676,0.8546,0.877,0.903,0.905,0.9068,0.9026,0.9042,0.9132,0.9132,0.9132,0.9124,0.9132,0.9154,0.916,0.9154,0.9166,0.9162
"[C(512,5,1), C(64,5,1), D(1,4), C(128,5,1), P(3,2), D(2,4), C(512,3,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,10253824,8,0.001,0.7434,0.8208,0.8416,0.8468,0.871,0.8976,0.9028,0.9064,0.9018,0.9014,0.9204,0.9196,0.9212,0.9202,0.922,0.9254,0.9242,0.9254,0.9234,0.924
"[C(128,1,1), C(128,1,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(256,5,1), C(64,3,1), D(3,5), C(256,5,1), C(256,1,1), D(4,5), C(256,5,1), C(64,5,1), D(5,5), SM(10)]",svhn,5132672,11,0.0004,0.7672,0.8354,0.8808,0.8872,0.8998,0.9172,0.923,0.9246,0.9262,0.9286,0.9354,0.9366,0.935,0.9366,0.9358,0.9368,0.937,0.9376,0.938,0.937
"[C(64,5,1), C(256,1,1), D(1,7), C(128,5,1), P(3,2), D(2,7), C(256,5,1), C(64,3,1), D(3,7), C(256,5,1), C(256,1,1), D(4,7), C(256,5,1), P(2,2), D(5,7), C(128,1,1), FC(256), D(6,7), SM(10)]",svhn,5624512,13,0.001,0.6262,0.8082,0.8256,0.87,0.8824,0.9128,0.9152,0.9208,0.9224,0.927,0.9312,0.932,0.9338,0.936,0.9372,0.9372,0.938,0.9382,0.9384,0.9388
"[C(128,1,1), C(256,1,1), D(1,6), C(128,5,1), C(512,3,1), D(2,6), C(256,5,1), C(512,5,1), D(3,6), C(128,5,1), P(3,2), D(4,6), C(512,3,1), C(128,1,1), D(5,6), C(256,3,1), C(64,5,1), D(6,6), SM(10)]",svhn,11096448,13,0.001,0.7282,0.8282,0.882,0.8888,0.899,0.917,0.9212,0.9226,0.9256,0.9294,0.9326,0.933,0.9338,0.9334,0.937,0.9376,0.9376,0.9378,0.9376,0.938
"[C(256,3,1), C(256,3,1), D(1,6), P(3,2), C(256,3,1), D(2,6), C(256,5,1), P(2,2), D(3,6), C(128,1,1), C(128,1,1), D(4,6), FC(512), D(5,6), SM(10)]",svhn,6347520,10,0.001,0.608,0.823,0.8662,0.893,0.8974,0.9238,0.9266,0.9316,0.9298,0.9352,0.9426,0.9432,0.9452,0.946,0.948,0.9478,0.9468,0.9472,0.9466,0.9472
"[C(128,1,1), C(512,3,1), D(1,6), C(512,5,1), C(256,3,1), D(2,6), C(128,1,1), P(2,2), D(3,6), C(512,5,1), C(128,1,1), D(4,6), C(64,5,1), C(512,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,12706176,13,0.0004,0.8266,0.895,0.9118,0.9168,0.9214,0.942,0.9404,0.9428,0.9418,0.9378,0.9476,0.9478,0.9472,0.9476,0.9474,0.949,0.9492,0.9484,0.9496,0.949
"[C(256,3,1), P(5,3), D(1,5), C(128,5,1), C(64,5,1), D(2,5), C(256,5,1), C(512,5,1), D(3,5), C(64,3,1), C(128,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,7478016,10,0.00016,0.6518,0.7722,0.824,0.8418,0.8716,0.8946,0.9002,0.907,0.9066,0.9078,0.9142,0.9164,0.9176,0.9168,0.918,0.918,0.9178,0.9186,0.9178,0.9188
"[C(128,5,1), C(64,5,1), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,3990912,6,0.001,0.7878,0.827,0.845,0.8518,0.8634,0.8812,0.8814,0.8814,0.8802,0.8808,0.8882,0.8864,0.888,0.8836,0.8858,0.8878,0.8878,0.8874,0.8878,0.8854
"[C(128,1,1), C(256,5,1), D(1,4), C(128,3,1), C(512,3,1), D(2,4), C(128,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,7029120,8,0.0004,0.6494,0.8188,0.8422,0.845,0.8488,0.8868,0.8852,0.8854,0.8816,0.884,0.892,0.8932,0.891,0.8914,0.891,0.89,0.8896,0.8908,0.8898,0.8898
"[C(256,1,1), P(5,3), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,4391680,6,0.0004,0.4492,0.6268,0.6964,0.7298,0.7364,0.7736,0.7728,0.7768,0.7778,0.7836,0.7882,0.788,0.7908,0.7916,0.789,0.7898,0.7916,0.792,0.7922,0.793
"[C(256,5,1), C(256,5,1), D(1,6), P(5,3), C(64,1,1), D(2,6), C(256,3,1), C(512,1,1), D(3,6), C(512,3,1), C(256,5,1), D(4,6), C(256,1,1), C(128,5,1), D(5,6), C(256,1,1), C(128,3,1), D(6,6), SM(10)]",svhn,8948480,13,0.001,0.7208,0.7924,0.8036,0.8146,0.8316,0.8544,0.8582,0.886,0.9006,0.8998,0.9162,0.9162,0.9162,0.9224,0.922,0.9208,0.9214,0.9234,0.9224,0.9218
"[C(128,3,1), P(2,2), D(1,5), C(64,5,1), C(128,5,1), D(2,5), C(64,5,1), C(128,1,1), D(3,5), C(64,3,1), C(128,1,1), D(4,5), C(512,5,1), SM(10)]",svhn,8899968,10,0.00016,0.7216,0.828,0.8824,0.8944,0.901,0.9138,0.914,0.9156,0.918,0.919,0.9262,0.927,0.9278,0.9264,0.928,0.9278,0.9274,0.928,0.9276,0.9288
"[C(64,1,1), C(128,1,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(128,5,1), D(3,4), C(64,5,1), C(64,3,1), D(4,4), SM(10)]",svhn,3449024,9,0.001,0.8336,0.8552,0.866,0.8788,0.8806,0.904,0.9046,0.9002,0.9078,0.9108,0.9166,0.9172,0.9184,0.9182,0.916,0.918,0.9192,0.9186,0.9196,0.9202
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(256,3,1), C(256,1,1), D(3,5), P(2,2), C(256,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,5931392,10,0.0004,0.8062,0.8536,0.8692,0.8492,0.8784,0.898,0.904,0.9044,0.902,0.9066,0.9136,0.9144,0.913,0.9144,0.9124,0.9132,0.9138,0.9132,0.9134,0.914
"[C(256,1,1), C(256,3,1), D(1,3), C(64,3,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,4162304,6,0.0004,0.6972,0.8158,0.8214,0.8282,0.8408,0.8626,0.8564,0.8526,0.8634,0.858,0.8654,0.8668,0.865,0.866,0.8656,0.8638,0.8648,0.864,0.8634,0.864
"[C(128,1,1), C(128,5,1), D(1,5), C(64,5,1), C(256,5,1), D(2,5), C(128,3,1), C(512,5,1), D(3,5), C(128,5,1), C(128,3,1), D(4,5), C(128,1,1), SM(10)]",svhn,4776320,10,0.000064,0.6212,0.8414,0.8628,0.8848,0.8944,0.9176,0.9188,0.9184,0.922,0.9222,0.9296,0.9284,0.929,0.9294,0.9304,0.931,0.9306,0.93,0.9304,0.93
"[C(128,1,1), C(64,3,1), D(1,3), P(5,3), C(256,5,1), D(2,3), C(256,5,1), SM(10)]",svhn,3760512,6,0.001,0.7634,0.802,0.7994,0.815,0.843,0.8726,0.8782,0.878,0.873,0.8756,0.8958,0.8962,0.897,0.898,0.8968,0.9018,0.8988,0.9008,0.9004,0.9002
"[C(128,1,1), P(5,3), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,3981696,6,0.0004,0.435,0.6358,0.6686,0.7058,0.708,0.7414,0.7424,0.7488,0.75,0.7558,0.7598,0.7586,0.761,0.7648,0.763,0.765,0.7642,0.7644,0.7652,0.7662
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(512,1,1), D(2,5), P(2,2), C(512,3,1), D(3,5), C(64,3,1), C(128,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,6824320,10,0.000064,0.7278,0.8206,0.8676,0.8758,0.8968,0.9092,0.9122,0.911,0.9138,0.916,0.9222,0.9208,0.923,0.9222,0.9234,0.9228,0.9246,0.9226,0.9236,0.9236
"[C(128,1,1), C(64,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(128,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,5210496,8,0.00016,0.786,0.8336,0.8486,0.8822,0.8874,0.915,0.9184,0.9228,0.922,0.9236,0.9324,0.9314,0.932,0.9344,0.9328,0.9326,0.9322,0.9322,0.9318,0.9326
"[C(128,1,1), C(128,3,1), D(1,5), C(512,3,1), C(512,3,1), D(2,5), C(64,5,1), C(128,1,1), D(3,5), C(64,5,1), C(64,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,6181248,10,0.001,0.6116,0.8128,0.8364,0.8442,0.847,0.8684,0.8746,0.8724,0.8758,0.8788,0.8882,0.8904,0.8884,0.8906,0.891,0.8954,0.8964,0.8962,0.8984,0.8982
"[C(512,5,1), C(64,5,1), D(1,5), C(512,3,1), C(512,1,1), D(2,5), P(2,2), C(64,1,1), D(3,5), C(128,5,1), C(512,5,1), D(4,5), C(128,1,1), P(2,2), D(5,5), SM(10)]",svhn,3356160,11,0.000064,0.506,0.7284,0.7744,0.8068,0.829,0.8496,0.8502,0.8588,0.8622,0.869,0.874,0.8754,0.8742,0.8786,0.8794,0.8776,0.877,0.8782,0.878,0.8788
"[C(128,1,1), C(64,3,1), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,3850624,6,0.0004,0.6296,0.8262,0.86,0.8802,0.8774,0.897,0.8998,0.8984,0.9034,0.901,0.9028,0.9024,0.9034,0.9018,0.901,0.9026,0.902,0.902,0.903,0.9026
"[C(128,1,1), C(128,1,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), P(2,2), C(128,5,1), D(3,4), C(64,5,1), SM(10)]",svhn,1847680,8,0.0004,0.7626,0.8502,0.8912,0.9012,0.9042,0.9308,0.93,0.9274,0.928,0.9276,0.9372,0.9382,0.9372,0.9368,0.9372,0.9366,0.9364,0.9366,0.9374,0.938
"[C(128,1,1), C(256,5,1), D(1,5), C(512,5,1), C(512,3,1), D(2,5), C(256,5,1), P(5,3), D(3,5), C(128,5,1), C(512,1,1), D(4,5), P(2,2), SM(10)]",svhn,10617216,10,0.00016,0.8536,0.904,0.9166,0.9246,0.9236,0.9382,0.9386,0.9408,0.9394,0.939,0.9454,0.9452,0.9458,0.947,0.9462,0.9476,0.9472,0.9478,0.9476,0.948
"[C(128,1,1), C(256,5,1), D(1,5), C(256,3,1), C(512,3,1), D(2,5), C(256,5,1), C(512,3,1), D(3,5), C(512,5,1), C(128,1,1), D(4,5), P(5,3), SM(10)]",svhn,13664640,10,0.00016,0.6354,0.8498,0.8778,0.8794,0.8904,0.9182,0.9224,0.9224,0.9246,0.9274,0.9338,0.9322,0.9322,0.934,0.931,0.9326,0.9316,0.9332,0.933,0.9324
"[C(128,1,1), C(256,5,1), D(1,6), C(64,3,1), C(256,3,1), D(2,6), C(512,5,1), C(128,5,1), D(3,6), C(64,5,1), C(128,5,1), D(4,6), C(128,5,1), C(128,5,1), D(5,6), C(256,1,1), C(512,1,1), D(6,6), SM(10)]",svhn,7684480,13,0.00016,0.5866,0.7752,0.8456,0.8842,0.8924,0.9186,0.917,0.9192,0.9242,0.9222,0.931,0.9328,0.9314,0.9316,0.9314,0.9324,0.933,0.9326,0.933,0.9336
"[C(128,1,1), C(512,3,1), D(1,3), C(128,3,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,4751744,6,0.00016,0.7286,0.8404,0.8562,0.8536,0.8632,0.8766,0.879,0.88,0.881,0.8818,0.887,0.884,0.8848,0.8848,0.8832,0.8816,0.8818,0.8812,0.8812,0.8808
"[C(128,1,1), C(64,5,1), D(1,4), C(128,5,1), C(512,3,1), D(2,4), C(64,5,1), P(3,2), D(3,4), C(128,3,1), C(64,3,1), D(4,4), SM(10)]",svhn,2003328,9,0.001,0.8138,0.8384,0.8368,0.8542,0.8688,0.8912,0.892,0.8998,0.9024,0.9098,0.9182,0.9168,0.9208,0.9194,0.9192,0.9212,0.921,0.921,0.9206,0.9216
"[C(512,3,1), C(64,1,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(512,3,1), C(512,1,1), D(3,4), C(64,5,1), C(64,3,1), D(4,4), SM(10)]",svhn,2881024,9,0.001,0.7728,0.8224,0.8726,0.8904,0.8932,0.91,0.9128,0.9138,0.9154,0.9144,0.9284,0.9272,0.9288,0.9288,0.929,0.9344,0.9336,0.9334,0.9336,0.9342
"[C(256,5,1), C(256,5,1), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,6048512,6,0.00016,0.8188,0.8642,0.8706,0.87,0.857,0.887,0.8862,0.8876,0.8856,0.887,0.8922,0.892,0.8898,0.8892,0.89,0.8908,0.8904,0.8892,0.8898,0.889
"[C(128,1,1), C(256,5,1), D(1,3), P(5,3), C(64,5,1), D(2,3), C(256,5,1), SM(10)]",svhn,3277184,6,0.000064,0.4918,0.747,0.767,0.7994,0.8092,0.852,0.8586,0.8566,0.8586,0.8638,0.8694,0.871,0.8706,0.873,0.8738,0.8724,0.8716,0.8744,0.8748,0.8732
"[C(128,3,1), P(2,2), D(1,3), C(256,5,1), C(256,5,1), D(2,3), C(256,5,1), SM(10)]",svhn,5737856,6,0.0004,0.797,0.849,0.86,0.8896,0.8956,0.9166,0.916,0.9122,0.9144,0.9192,0.923,0.9232,0.9228,0.9212,0.9224,0.9232,0.9242,0.9248,0.9236,0.9242
"[C(128,1,1), C(256,5,1), D(1,7), C(256,1,1), P(2,2), D(2,7), C(256,3,1), P(3,2), D(3,7), C(128,1,1), C(512,1,1), D(4,7), C(128,3,1), FC(512), D(5,7), FC(256), D(6,7), SM(10)]",svhn,5570944,12,0.0004,0.76,0.8492,0.8854,0.8878,0.8994,0.9158,0.9164,0.9188,0.9206,0.925,0.9278,0.9294,0.9284,0.9296,0.931,0.9316,0.9316,0.932,0.9316,0.9326
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(512,5,1), C(64,3,1), D(3,4), C(512,1,1), C(64,3,1), D(4,4), SM(10)]",svhn,5869952,9,0.00016,0.2974,0.8402,0.8672,0.8888,0.8888,0.9112,0.913,0.913,0.9146,0.9158,0.921,0.9206,0.9198,0.9178,0.9184,0.9192,0.9206,0.9206,0.921,0.92
"[C(512,5,1), C(128,3,1), D(1,6), C(64,5,1), C(256,3,1), D(2,6), C(256,3,1), C(64,1,1), D(3,6), C(64,5,1), C(64,3,1), D(4,6), C(512,5,1), C(256,3,1), D(5,6), C(512,3,1), C(512,5,1), D(6,6), SM(10)]",svhn,18011648,13,0.0004,0.8002,0.8546,0.879,0.8932,0.8896,0.9118,0.914,0.916,0.9178,0.9188,0.9262,0.927,0.9282,0.925,0.9274,0.9298,0.9306,0.9292,0.9274,0.9284
"[C(128,1,1), C(512,3,1), D(1,6), C(512,5,1), C(256,3,1), D(2,6), C(256,5,1), C(256,1,1), D(3,6), P(2,2), C(64,1,1), D(4,6), C(256,5,1), C(128,3,1), D(5,6), P(3,2), C(512,1,1), D(6,6), SM(10)]",svhn,11075968,13,0.0004,0.8398,0.8848,0.9112,0.9146,0.9236,0.9356,0.9364,0.9382,0.9388,0.939,0.944,0.9454,0.9454,0.9432,0.9458,0.9476,0.947,0.9472,0.9474,0.948
"[C(128,5,1), C(64,5,1), D(1,3), C(512,5,1), C(256,1,1), D(2,3), C(256,5,1), SM(10)]",svhn,4441472,6,0.001,0.7766,0.8398,0.8562,0.8522,0.8314,0.8744,0.8766,0.879,0.8798,0.8826,0.8894,0.8924,0.893,0.8884,0.889,0.8924,0.8926,0.8942,0.8948,0.8936
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(64,5,1), D(2,5), C(256,5,1), C(512,3,1), D(3,5), C(128,5,1), C(128,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,7545216,10,0.00016,0.6552,0.849,0.8806,0.8878,0.9008,0.9192,0.9176,0.9164,0.9202,0.9176,0.922,0.9212,0.921,0.92,0.9216,0.9228,0.9232,0.9226,0.9226,0.9226
"[C(128,3,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(128,1,1), C(256,5,1), D(3,4), C(512,1,1), C(64,3,1), D(4,4), SM(10)]",svhn,3251584,9,0.0004,0.5232,0.7684,0.8328,0.8554,0.8718,0.8888,0.8922,0.8944,0.8942,0.8974,0.9118,0.9136,0.9128,0.913,0.9136,0.9162,0.916,0.915,0.9166,0.9148
"[C(128,1,1), P(2,2), D(1,4), C(128,5,1), C(64,3,1), D(2,4), C(128,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,4374912,8,0.001,0.6688,0.8062,0.8484,0.8662,0.868,0.8928,0.8986,0.8968,0.8998,0.8964,0.9064,0.9094,0.9084,0.9082,0.9096,0.91,0.9108,0.91,0.9098,0.91
"[C(128,1,1), C(256,5,1), D(1,3), C(512,1,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,5407104,6,0.00016,0.5554,0.8408,0.849,0.8456,0.8544,0.8884,0.8876,0.888,0.887,0.8848,0.8918,0.8914,0.8918,0.894,0.8886,0.8904,0.89,0.8898,0.8892,0.8876
"[C(128,3,1), C(512,3,1), D(1,4), P(5,3), C(64,5,1), D(2,4), C(128,3,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,5172608,8,0.00016,0.6938,0.7858,0.8218,0.8388,0.8508,0.8644,0.8668,0.8696,0.8694,0.8746,0.8764,0.88,0.88,0.8798,0.8808,0.8784,0.8792,0.88,0.88,0.8804
"[C(64,5,1), C(64,3,1), D(1,3), C(128,1,1), C(128,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,2654912,6,0.00016,0.7252,0.8352,0.8692,0.8798,0.8834,0.8872,0.8888,0.887,0.8866,0.8904,0.8908,0.8926,0.8928,0.8926,0.8946,0.894,0.8928,0.8924,0.8916,0.892
"[C(128,1,1), C(256,5,1), D(1,2), C(128,5,1), P(5,3), D(2,2), SM(10)]",svhn,1638784,5,0.0004,0.6746,0.7352,0.7808,0.785,0.8104,0.8388,0.8278,0.8478,0.8558,0.866,0.8794,0.8788,0.8738,0.8716,0.8786,0.8776,0.8806,0.879,0.8782,0.8798
"[C(64,5,1), C(128,3,1), D(1,3), C(256,3,1), C(128,1,1), D(2,3), C(256,5,1), SM(10)]",svhn,2863808,6,0.001,0.2786,0.7516,0.8112,0.8608,0.858,0.8858,0.8918,0.8874,0.8932,0.8952,0.8936,0.8958,0.894,0.8924,0.8916,0.8906,0.8898,0.889,0.8908,0.8906
"[C(128,1,1), C(128,5,1), D(1,4), C(64,3,1), C(256,3,1), D(2,4), C(64,3,1), C(256,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,2417024,8,0.00016,0.8324,0.8642,0.885,0.8908,0.8932,0.9096,0.9058,0.9062,0.9064,0.9046,0.9074,0.907,0.9058,0.9054,0.9032,0.9046,0.9046,0.904,0.904,0.9028
"[C(128,1,1), C(256,5,1), D(1,3), C(128,5,1), P(5,3), D(2,3), C(256,5,1), SM(10)]",svhn,4096384,6,0.001,0.2874,0.8126,0.8312,0.8328,0.8452,0.8818,0.8914,0.888,0.8908,0.8984,0.9068,0.9118,0.9118,0.9114,0.9156,0.9176,0.9178,0.9194,0.9176,0.9188
"[C(512,3,1), C(256,5,1), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,7681536,6,0.00016,0.6858,0.7634,0.7918,0.83,0.8514,0.8692,0.8682,0.8768,0.8808,0.8858,0.8968,0.8996,0.9006,0.899,0.8994,0.9026,0.9038,0.9046,0.9056,0.9036
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(256,5,1), C(512,5,1), D(3,5), C(64,3,1), C(64,1,1), D(4,5), C(128,1,1), SM(10)]",svhn,7172480,10,0.0004,0.5088,0.752,0.789,0.7872,0.8178,0.8618,0.8554,0.8558,0.8556,0.8428,0.8748,0.8774,0.8742,0.8762,0.8758,0.878,0.8792,0.8782,0.8792,0.8768
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,8896896,8,0.00016,0.7766,0.8678,0.8964,0.9044,0.9094,0.9274,0.9264,0.9248,0.9238,0.9228,0.9304,0.929,0.9294,0.9282,0.93,0.929,0.9304,0.9308,0.9294,0.9308
"[C(64,5,1), C(128,1,1), D(1,5), C(128,5,1), C(256,5,1), D(2,5), C(256,3,1), C(256,1,1), D(3,5), C(128,1,1), C(256,1,1), D(4,5), P(5,3), C(64,3,1), D(5,5), C(128,1,1), GAP(10), SM(10)]",svhn,2119616,13,0.0004,0.3038,0.5186,0.7898,0.8788,0.8916,0.913,0.91,0.9178,0.9118,0.9204,0.9236,0.9242,0.9244,0.926,0.9264,0.9272,0.927,0.927,0.9268,0.927
"[C(128,1,1), C(128,1,1), D(1,2), C(128,5,1), SM(10)]",svhn,835968,4,0.00016,0.4114,0.4606,0.5066,0.5322,0.5376,0.5776,0.5812,0.5874,0.5886,0.5908,0.59,0.5904,0.5918,0.5916,0.5924,0.5956,0.5966,0.5966,0.5962,0.597
"[C(128,1,1), C(256,5,1), D(1,3), P(2,2), C(64,5,1), D(2,3), C(256,5,1), SM(10)]",svhn,3277184,6,0.000064,0.4536,0.7048,0.7408,0.7818,0.7994,0.8198,0.8222,0.8316,0.8366,0.84,0.845,0.8474,0.8496,0.8494,0.8512,0.848,0.8476,0.8498,0.8472,0.8484
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(256,1,1), C(256,5,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(256,3,1), SM(10)]",svhn,6455680,10,0.00016,0.7714,0.8788,0.897,0.9022,0.9072,0.911,0.9066,0.905,0.9014,0.9014,0.9042,0.9024,0.9006,0.9012,0.8982,0.8988,0.8974,0.8982,0.8966,0.8966
"[C(64,3,1), C(256,1,1), D(1,6), C(128,5,1), C(64,3,1), D(2,6), C(64,3,1), C(64,5,1), D(3,6), C(128,5,1), C(256,3,1), D(4,6), C(256,1,1), P(3,2), D(5,6), C(512,3,1), C(128,5,1), D(6,6), SM(10)]",svhn,4843200,13,0.0004,0.7062,0.8104,0.86,0.8858,0.8884,0.9146,0.9208,0.9206,0.9268,0.926,0.928,0.9324,0.9316,0.933,0.9354,0.9354,0.9358,0.9352,0.9352,0.9358
"[C(64,1,1), P(5,3), D(1,7), C(64,5,1), C(256,3,1), D(2,7), C(512,5,1), C(128,1,1), D(3,7), P(3,2), C(64,3,1), D(4,7), C(128,3,1), FC(512), D(5,7), FC(128), D(6,7), SM(10)]",svhn,4870336,12,0.0004,0.3078,0.578,0.6988,0.7462,0.753,0.7896,0.793,0.798,0.8016,0.8032,0.8076,0.8094,0.8122,0.8104,0.8142,0.8134,0.8132,0.8136,0.813,0.813
"[C(512,5,1), C(64,5,1), D(1,3), C(128,5,1), P(5,3), D(2,3), C(256,5,1), SM(10)]",svhn,3520000,6,0.000064,0.2738,0.687,0.7982,0.8208,0.8378,0.8508,0.8492,0.849,0.8604,0.8578,0.8636,0.8632,0.8636,0.864,0.8658,0.8648,0.8644,0.865,0.865,0.8656
"[C(256,5,1), C(256,5,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(512,1,1), C(256,1,1), D(3,6), C(256,5,1), C(64,3,1), D(4,6), C(128,5,1), C(64,3,1), D(5,6), C(256,1,1), C(256,5,1), D(6,6), SM(10)]",svhn,8391424,13,0.00016,0.7964,0.8522,0.866,0.8818,0.9002,0.9142,0.9146,0.9174,0.921,0.9222,0.9262,0.9274,0.928,0.9282,0.9278,0.9306,0.9308,0.9296,0.9302,0.9316
"[C(128,1,1), C(512,5,1), D(1,3), C(256,1,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,5636480,6,0.00016,0.6338,0.8384,0.8708,0.8818,0.8826,0.8912,0.8902,0.89,0.887,0.8862,0.8912,0.8924,0.8942,0.8902,0.89,0.891,0.8912,0.8914,0.8916,0.89
"[C(128,1,1), C(256,5,1), D(1,3), C(256,3,1), C(512,5,1), D(2,3), C(64,3,1), C(256,5,1), D(3,3), GAP(10), SM(10)]",svhn,5393280,8,0.000064,0.3712,0.6748,0.7858,0.8376,0.8646,0.8856,0.8864,0.8914,0.8934,0.8956,0.9066,0.9076,0.9088,0.9086,0.9086,0.909,0.9088,0.9088,0.9088,0.9092
"[C(128,1,1), C(64,5,1), D(1,5), C(64,3,1), C(512,5,1), D(2,5), C(256,1,1), C(256,5,1), D(3,5), C(64,3,1), P(2,2), D(4,5), C(64,1,1), SM(10)]",svhn,2986368,10,0.0004,0.8124,0.8506,0.885,0.8926,0.9048,0.919,0.9176,0.9182,0.9206,0.9208,0.933,0.9336,0.9338,0.9328,0.9322,0.9344,0.9346,0.9352,0.9358,0.9346
"[C(128,1,1), C(256,5,1), D(1,6), C(128,5,1), C(64,1,1), D(2,6), C(64,3,1), C(256,5,1), D(3,6), C(64,5,1), C(512,5,1), D(4,6), C(512,5,1), C(128,5,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,12251520,13,0.000064,0.7784,0.8676,0.895,0.9138,0.9192,0.9356,0.9368,0.937,0.9368,0.9396,0.9402,0.9432,0.9414,0.942,0.942,0.9436,0.9424,0.9424,0.9434,0.9428
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,1,1), C(64,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,3023232,8,0.00016,0.3856,0.6724,0.7916,0.834,0.8524,0.8858,0.8912,0.8882,0.89,0.8934,0.9,0.9026,0.9014,0.9026,0.901,0.9024,0.9024,0.9016,0.9018,0.9024
"[C(128,1,1), C(64,1,1), D(1,5), C(128,5,1), P(2,2), D(2,5), C(256,5,1), C(256,3,1), D(3,5), C(64,5,1), C(64,3,1), D(4,5), P(5,3), SM(10)]",svhn,2068864,10,0.001,0.7918,0.871,0.8776,0.8876,0.9056,0.9236,0.9216,0.9236,0.9266,0.9266,0.931,0.9306,0.9324,0.933,0.9334,0.9348,0.9348,0.9352,0.9342,0.9334
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), P(3,2), D(2,4), C(256,5,1), C(128,5,1), D(3,4), C(64,5,1), C(64,3,1), D(4,4), SM(10)]",svhn,3555712,9,0.0004,0.833,0.8978,0.914,0.9252,0.9224,0.9396,0.9376,0.94,0.9396,0.942,0.9454,0.9432,0.9442,0.9462,0.9458,0.946,0.9474,0.9474,0.9466,0.9464
