net,training_dataset,num_params,depth,lr,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20
"[C(64,3,1), C(256,1,1), D(1,6), C(64,3,1), C(512,1,1), D(2,6), C(128,5,1), C(128,5,1), D(3,6), C(64,5,1), C(256,3,1), D(4,6), C(128,3,1), P(5,3), D(5,6), C(256,3,1), C(256,5,1), D(6,6), SM(10)]",svhn,6465216,13,0.0004,0.8482,0.8906,0.9088,0.918,0.9234,0.9332,0.9306,0.9384,0.9346,0.938,0.9446,0.9448,0.9438,0.9452,0.9454,0.9448,0.9446,0.9448,0.9452,0.945
"[C(256,1,1), C(256,3,1), D(1,6), C(64,5,1), C(128,5,1), D(2,6), C(512,5,1), C(64,5,1), D(3,6), C(512,1,1), C(64,1,1), D(4,6), C(128,3,1), C(128,3,1), D(5,6), C(256,1,1), C(512,3,1), D(6,6), SM(10)]",svhn,7521024,13,0.000026,0.7134,0.7578,0.7944,0.8494,0.872,0.8824,0.8824,0.8856,0.8884,0.8908,0.887,0.8866,0.8874,0.8896,0.8894,0.8886,0.8886,0.887,0.8876,0.8878
"[C(128,3,1), C(512,1,1), D(1,6), C(256,3,1), C(512,1,1), D(2,6), C(512,5,1), C(64,5,1), D(3,6), P(5,3), C(256,3,1), D(4,6), C(256,5,1), C(256,1,1), D(5,6), C(64,3,1), C(256,5,1), D(6,6), SM(10)]",svhn,12799360,13,0.00016,0.7142,0.8488,0.897,0.905,0.9194,0.933,0.9358,0.9342,0.9376,0.9362,0.941,0.9414,0.942,0.9418,0.9412,0.9416,0.9414,0.9418,0.9414,0.9416
"[C(64,1,1), C(64,1,1), D(1,3), C(128,3,1), P(5,3), D(2,3), C(128,5,1), SM(10)]",svhn,897216,6,0.001,0.4042,0.6298,0.7196,0.7536,0.7794,0.8048,0.805,0.8182,0.8236,0.8294,0.8298,0.8312,0.8308,0.8344,0.834,0.8354,0.8366,0.8356,0.8362,0.8366
"[C(256,3,1), P(3,2), D(1,3), C(64,5,1), C(256,3,1), D(2,3), C(64,3,1), SM(10)]",svhn,748288,6,0.000064,0.2996,0.5914,0.7116,0.7812,0.8064,0.8202,0.8208,0.8256,0.8272,0.83,0.8324,0.8332,0.8346,0.8332,0.8364,0.8354,0.8352,0.8358,0.8354,0.8346
"[C(512,5,1), C(512,1,1), D(1,6), C(512,3,1), C(256,1,1), D(2,6), P(2,2), C(512,1,1), D(3,6), P(3,2), C(256,3,1), D(4,6), FC(512), D(5,6), SM(10)]",svhn,10786304,10,0.001,0.6288,0.7912,0.8352,0.8646,0.8614,0.8898,0.895,0.8994,0.9006,0.8982,0.906,0.9094,0.909,0.9112,0.912,0.9126,0.911,0.9116,0.9126,0.9128
"[C(256,1,1), C(128,5,1), D(1,2), C(64,3,1), C(256,3,1), D(2,2), SM(10)]",svhn,1630976,5,0.00016,0.5842,0.7186,0.8092,0.832,0.8462,0.8574,0.8604,0.863,0.8668,0.863,0.8708,0.868,0.8718,0.8702,0.8728,0.8726,0.8726,0.8736,0.8734,0.8732
"[C(512,3,1), C(512,1,1), D(1,6), P(3,2), C(512,5,1), D(2,6), P(5,3), C(512,1,1), D(3,6), C(128,1,1), FC(128), D(4,6), FC(128), D(5,6), SM(10)]",svhn,7452160,10,0.001,0.779,0.8498,0.661,0.8832,0.8862,0.9104,0.9144,0.9134,0.9172,0.916,0.9222,0.9254,0.9268,0.9294,0.927,0.9294,0.9284,0.9308,0.9298,0.9308
"[C(64,3,1), C(128,5,1), D(1,2), P(3,2), SM(10)]",svhn,206528,4,0.0004,0.6304,0.7546,0.755,0.7708,0.7852,0.8062,0.8104,0.8082,0.8118,0.818,0.821,0.8198,0.8188,0.8198,0.82,0.823,0.8232,0.8246,0.824,0.825
"[C(256,3,1), C(512,5,1), D(1,1), SM(10)]",svhn,9837312,3,0.00016,0.6898,0.6772,0.701,0.6948,0.7136,0.7362,0.7418,0.7418,0.7442,0.785,0.7982,0.8036,0.8064,0.8114,0.8132,0.8154,0.8138,0.8158,0.8162,0.8154
"[C(128,3,1), C(128,1,1), D(1,2), C(512,5,1), SM(10)]",svhn,8211840,4,0.00016,0.579,0.6978,0.7192,0.7296,0.7568,0.7718,0.7746,0.7818,0.7938,0.8036,0.8116,0.8144,0.8148,0.8148,0.8192,0.8196,0.8202,0.8206,0.8216,0.8226
"[C(128,1,1), C(64,1,1), D(1,3), C(512,1,1), C(256,3,1), D(2,3), C(256,1,1), SM(10)]",svhn,1352064,6,0.000026,0.3014,0.5816,0.727,0.7516,0.7802,0.7988,0.8038,0.8032,0.8042,0.8088,0.8164,0.8186,0.819,0.8192,0.819,0.8214,0.8214,0.821,0.8224,0.8218
"[C(64,3,1), C(512,3,1), D(1,8), C(64,3,1), C(256,3,1), D(2,8), C(64,5,1), P(5,3), D(3,8), C(256,3,1), P(2,2), D(4,8), C(64,1,1), C(128,3,1), D(5,8), FC(512), D(6,8), FC(512), D(7,8), SM(10)]",svhn,3548864,13,0.0004,0.7312,0.8224,0.865,0.8734,0.8924,0.9058,0.9132,0.9154,0.9188,0.917,0.9234,0.9224,0.9228,0.9254,0.9232,0.924,0.9252,0.9244,0.9244,0.9248
"[C(64,1,1), C(64,5,1), D(1,6), C(512,5,1), C(512,3,1), D(2,6), C(512,3,1), C(128,3,1), D(3,6), C(128,1,1), C(512,1,1), D(4,6), C(256,3,1), C(128,1,1), D(5,6), C(256,1,1), P(3,2), D(6,6), SM(10)]",svhn,7557312,13,0.00016,0.3402,0.733,0.832,0.8598,0.8812,0.8962,0.8954,0.901,0.9046,0.9036,0.912,0.9126,0.914,0.9154,0.9132,0.9152,0.9142,0.9146,0.9146,0.9152
"[C(128,5,1), P(2,2), D(1,5), C(128,5,1), C(64,1,1), D(2,5), P(3,2), C(512,3,1), D(3,5), FC(512), D(4,5), SM(10)]",svhn,13829504,8,0.0004,0.603,0.8304,0.8616,0.8672,0.894,0.9064,0.909,0.9092,0.913,0.9174,0.92,0.9242,0.9228,0.9242,0.925,0.926,0.925,0.9256,0.9244,0.9266
"[C(256,3,1), P(2,2), D(1,2), C(256,5,1), SM(10)]",svhn,3283712,4,0.00016,0.4732,0.5832,0.6502,0.6584,0.657,0.7024,0.6938,0.7086,0.7086,0.7088,0.7354,0.7412,0.7422,0.7448,0.7438,0.7446,0.7456,0.7452,0.7454,0.746
"[C(128,1,1), C(64,3,1), D(1,4), P(5,3), C(512,5,1), D(2,4), C(128,3,1), C(128,5,1), D(3,4), C(128,3,1), C(64,5,1), D(4,4), C(256,5,1), GAP(10), SM(10)]",svhn,2657152,11,0.0004,0.292,0.762,0.8652,0.874,0.8994,0.9178,0.9196,0.9198,0.9236,0.9264,0.934,0.9342,0.9352,0.9348,0.9352,0.9354,0.9366,0.9364,0.9356,0.9368
"[C(64,5,1), C(64,3,1), D(1,6), C(512,1,1), C(128,1,1), D(2,6), C(64,1,1), C(64,3,1), D(3,6), P(3,2), C(128,1,1), D(4,6), P(2,2), FC(512), D(5,6), SM(10)]",svhn,3666624,11,0.001,0.7776,0.8342,0.8634,0.8718,0.876,0.8956,0.901,0.9004,0.9008,0.9028,0.9108,0.909,0.9106,0.9086,0.9124,0.9118,0.9128,0.9126,0.9134,0.9122
"[C(64,1,1), C(128,1,1), D(1,5), C(256,3,1), C(256,5,1), D(2,5), C(256,5,1), C(64,1,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(128,1,1), P(5,3), D(5,5), GAP(10), SM(10)]",svhn,4654528,12,0.00016,0.2844,0.4948,0.786,0.8582,0.8776,0.8996,0.9028,0.9066,0.9096,0.9124,0.9154,0.9164,0.9184,0.9172,0.9196,0.9206,0.9214,0.922,0.9228,0.921
"[C(512,1,1), C(256,1,1), D(1,4), P(5,3), C(256,5,1), D(2,4), C(256,3,1), C(512,3,1), D(3,4), C(512,1,1), C(512,5,1), D(4,4), SM(10)]",svhn,16909824,9,0.0004,0.375,0.5758,0.6846,0.729,0.7514,0.781,0.7902,0.7922,0.7954,0.7968,0.802,0.8022,0.8024,0.8058,0.8052,0.8062,0.8078,0.8092,0.8088,0.807
"[C(128,1,1), C(128,1,1), D(1,7), P(3,2), C(256,3,1), D(2,7), C(64,5,1), P(3,2), D(3,7), C(128,1,1), C(512,3,1), D(4,7), FC(128), D(5,7), FC(128), D(6,7), SM(10)]",svhn,4563328,11,0.0004,0.3572,0.6652,0.7662,0.8066,0.8384,0.8616,0.8682,0.8746,0.8758,0.8794,0.8812,0.884,0.8872,0.8884,0.889,0.889,0.8894,0.89,0.8898,0.8896
"[C(256,1,1), C(256,1,1), D(1,6), C(128,1,1), C(256,5,1), D(2,6), C(128,1,1), C(256,1,1), D(3,6), C(256,1,1), C(64,1,1), D(4,6), P(2,2), C(256,5,1), D(5,6), C(128,5,1), C(256,5,1), D(6,6), SM(10)]",svhn,4752128,13,0.0004,0.8386,0.8846,0.904,0.9122,0.918,0.9266,0.9296,0.932,0.932,0.93,0.9324,0.931,0.9332,0.9324,0.9316,0.9326,0.9324,0.9326,0.9338,0.9326
"[C(256,5,1), C(256,5,1), D(1,2), P(5,3), C(64,1,1), D(2,2), C(64,3,1), GAP(10), SM(10)]",svhn,1711488,7,0.00016,0.271,0.458,0.594,0.7518,0.7888,0.8086,0.8152,0.8236,0.8276,0.827,0.8422,0.8478,0.8468,0.847,0.8458,0.8536,0.8518,0.8528,0.8518,0.8522
"[C(256,5,1), C(64,5,1), D(1,2), C(128,5,1), C(64,1,1), D(2,2), GAP(10), SM(10)]",svhn,642432,6,0.00016,0.2728,0.329,0.4052,0.445,0.5014,0.5198,0.5188,0.5282,0.5356,0.5376,0.5584,0.5556,0.5616,0.56,0.5682,0.5614,0.5624,0.5626,0.5644,0.563
"[C(128,5,1), C(128,5,1), D(1,2), C(256,3,1), C(256,5,1), D(2,2), C(128,1,1), GAP(10), SM(10)]",svhn,2386560,7,0.00016,0.271,0.4084,0.6394,0.6758,0.727,0.7416,0.7562,0.7602,0.7604,0.7632,0.7644,0.762,0.7606,0.7578,0.7506,0.7436,0.746,0.7402,0.7384,0.7412
"[C(64,1,1), C(64,5,1), D(1,1), SM(10)]",svhn,204992,3,0.00016,0.5376,0.5452,0.567,0.577,0.5176,0.5998,0.6024,0.6412,0.7236,0.7672,0.7724,0.7762,0.78,0.7818,0.786,0.791,0.7924,0.792,0.7938,0.7938
"[C(64,5,1), C(512,5,1), D(1,4), C(128,3,1), C(64,1,1), D(2,4), C(128,1,1), C(64,3,1), D(3,4), C(512,1,1), SM(10)]",svhn,1798848,8,0.00016,0.5738,0.751,0.7962,0.835,0.8482,0.8698,0.87,0.8732,0.8722,0.8716,0.8868,0.8872,0.8882,0.8858,0.8892,0.8918,0.8922,0.893,0.8938,0.8924
"[C(64,1,1), P(3,2), D(1,2), C(256,5,1), SM(10)]",svhn,2048192,4,0.00016,0.3488,0.4188,0.4614,0.4596,0.5518,0.5954,0.6156,0.6242,0.6404,0.646,0.6644,0.6632,0.664,0.6648,0.6674,0.6686,0.6698,0.6688,0.6682,0.6704
"[C(256,1,1), C(256,3,1), D(1,6), C(256,1,1), P(2,2), D(2,6), C(256,3,1), C(512,3,1), D(3,6), C(512,5,1), C(64,1,1), D(4,6), P(5,3), C(256,3,1), D(5,6), C(128,3,1), C(256,3,1), D(6,6), SM(10)]",svhn,10339072,13,0.00016,0.6438,0.8666,0.9028,0.9126,0.9256,0.934,0.9386,0.937,0.9376,0.939,0.9438,0.9446,0.943,0.9446,0.944,0.9446,0.9442,0.9438,0.9446,0.9448
"[C(64,5,1), C(512,5,1), D(1,3), C(64,1,1), C(64,1,1), D(2,3), C(128,5,1), C(64,5,1), D(3,3), SM(10)]",svhn,1372864,7,0.00016,0.702,0.8368,0.856,0.8792,0.8936,0.9102,0.9072,0.9086,0.9106,0.9126,0.916,0.9146,0.918,0.9184,0.9184,0.9192,0.9202,0.92,0.9198,0.9198
"[C(512,1,1), P(2,2), D(1,6), C(64,3,1), C(128,1,1), D(2,6), C(256,3,1), C(128,1,1), D(3,6), P(2,2), C(512,5,1), D(4,6), C(64,3,1), C(512,3,1), D(5,6), C(256,5,1), C(64,3,1), D(6,6), SM(10)]",svhn,6321664,13,0.001,0.7118,0.8424,0.8662,0.8802,0.8904,0.9138,0.9166,0.9166,0.9162,0.9236,0.9306,0.9288,0.9316,0.9304,0.9316,0.9328,0.934,0.934,0.9332,0.9336
"[C(256,1,1), C(256,3,1), D(1,5), C(256,1,1), C(512,5,1), D(2,5), C(256,3,1), C(64,5,1), D(3,5), C(64,3,1), C(64,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,7611136,10,0.000064,0.4318,0.7624,0.8606,0.8704,0.883,0.8964,0.9018,0.9008,0.9032,0.9056,0.9138,0.9156,0.9156,0.9154,0.9148,0.9138,0.9148,0.915,0.9146,0.915
"[C(64,3,1), C(64,5,1), D(1,5), C(128,1,1), C(128,3,1), D(2,5), P(3,2), C(256,5,1), D(3,5), C(512,1,1), C(512,1,1), D(4,5), C(512,5,1), C(256,3,1), D(5,5), GAP(10), SM(10)]",svhn,9208000,12,0.0004,0.3654,0.8386,0.8788,0.9114,0.9164,0.93,0.933,0.9368,0.9376,0.9382,0.9416,0.9452,0.9458,0.945,0.9444,0.9478,0.9478,0.9498,0.9486,0.949
"[C(128,5,1), C(128,1,1), D(1,3), C(256,3,1), C(128,5,1), D(2,3), P(2,2), C(128,5,1), D(3,3), GAP(10), SM(10)]",svhn,1550976,8,0.001,0.4836,0.8408,0.8916,0.904,0.9196,0.9262,0.9316,0.9288,0.9358,0.9342,0.9386,0.9394,0.939,0.9406,0.9394,0.9408,0.9418,0.9414,0.942,0.9414
"[C(128,3,1), C(128,1,1), D(1,3), P(2,2), C(512,5,1), D(2,3), P(2,2), C(64,3,1), D(3,3), C(256,5,1), GAP(10), SM(10)]",svhn,2365312,9,0.0004,0.2806,0.4558,0.683,0.8408,0.8812,0.8898,0.8978,0.9006,0.9054,0.9116,0.9194,0.9202,0.9212,0.9228,0.9246,0.9258,0.9266,0.9248,0.9252,0.926
"[C(64,3,1), C(512,1,1), D(1,6), C(128,3,1), C(256,1,1), D(2,6), C(64,1,1), P(2,2), D(3,6), C(128,1,1), C(512,5,1), D(4,6), C(256,5,1), C(256,5,1), D(5,6), C(64,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,7603904,13,0.001,0.8154,0.8862,0.8982,0.9144,0.9136,0.934,0.9356,0.9376,0.9372,0.9384,0.9436,0.943,0.9428,0.9448,0.944,0.9452,0.9446,0.9458,0.9458,0.946
"[C(256,3,1), C(128,3,1), D(1,3), C(256,5,1), C(512,1,1), D(2,3), C(128,1,1), C(128,1,1), D(3,3), GAP(10), SM(10)]",svhn,1335296,8,0.00016,0.2768,0.3558,0.47,0.517,0.5792,0.6214,0.6162,0.6318,0.6294,0.63,0.6514,0.644,0.649,0.656,0.6528,0.6476,0.6476,0.6468,0.647,0.6494
"[C(512,3,1), P(3,2), D(1,3), C(64,3,1), C(512,3,1), D(2,3), C(128,3,1), SM(10)]",svhn,1340928,6,0.0004,0.7564,0.7904,0.8214,0.8272,0.8322,0.8626,0.87,0.8722,0.8744,0.8772,0.8824,0.8842,0.881,0.882,0.8826,0.8838,0.8832,0.883,0.8824,0.883
"[C(64,5,1), C(128,1,1), D(1,5), C(512,3,1), P(3,2), D(2,5), C(256,1,1), C(64,5,1), D(3,5), C(512,5,1), C(256,5,1), D(4,5), C(256,5,1), C(128,5,1), D(5,5), GAP(10), SM(10)]",svhn,7698368,12,0.001,0.2846,0.5896,0.826,0.8614,0.8798,0.894,0.9,0.8982,0.9022,0.907,0.9142,0.9164,0.9176,0.9168,0.9156,0.9182,0.9196,0.919,0.9194,0.92
"[C(256,5,1), C(128,3,1), D(1,6), C(512,1,1), C(512,5,1), D(2,6), C(256,1,1), C(64,3,1), D(3,6), C(512,1,1), C(64,5,1), D(4,6), C(64,1,1), C(128,1,1), D(5,6), C(256,3,1), P(5,3), D(6,6), SM(10)]",svhn,8370944,13,0.00016,0.3008,0.6538,0.7858,0.8324,0.8556,0.875,0.8802,0.8838,0.885,0.8856,0.8962,0.8942,0.8968,0.8942,0.8964,0.8932,0.8942,0.8934,0.8934,0.8938
"[C(512,3,1), C(128,3,1), D(1,6), C(256,3,1), C(64,3,1), D(2,6), C(512,1,1), C(256,5,1), D(3,6), C(128,1,1), C(512,1,1), D(4,6), C(512,3,1), C(256,1,1), D(5,6), C(256,1,1), C(64,1,1), D(6,6), SM(10)]",svhn,7030272,13,0.00016,0.776,0.8424,0.869,0.8714,0.8854,0.9014,0.905,0.9062,0.9094,0.9088,0.9142,0.9138,0.9144,0.915,0.914,0.9156,0.9156,0.9158,0.9146,0.915
"[C(128,3,1), C(128,1,1), D(1,6), C(512,1,1), C(128,5,1), D(2,6), P(5,3), C(512,5,1), D(3,6), C(512,1,1), C(256,3,1), D(4,6), C(256,3,1), C(128,1,1), D(5,6), C(64,3,1), P(2,2), D(6,6), SM(10)]",svhn,5500288,13,0.001,0.7026,0.8208,0.856,0.8692,0.879,0.8982,0.9026,0.902,0.9026,0.906,0.912,0.9134,0.9102,0.912,0.9114,0.9154,0.9136,0.9134,0.915,0.9158
"[C(64,3,1), C(256,3,1), D(1,3), C(64,3,1), C(512,5,1), D(2,3), C(512,1,1), C(64,1,1), D(3,3), GAP(10), SM(10)]",svhn,1411392,8,0.00016,0.2736,0.4554,0.4644,0.5226,0.6186,0.571,0.594,0.596,0.5976,0.6096,0.6368,0.6324,0.6328,0.6312,0.6424,0.6264,0.6198,0.62,0.6188,0.6166
"[C(128,1,1), C(128,1,1), D(1,2), C(512,1,1), C(128,3,1), D(2,2), SM(10)]",svhn,819584,5,0.000064,0.3524,0.5628,0.5978,0.5828,0.644,0.6746,0.6804,0.6818,0.6914,0.6888,0.6872,0.69,0.6904,0.693,0.6902,0.6942,0.6944,0.6946,0.6962,0.6964
"[C(64,3,1), C(128,5,1), D(1,2), C(256,3,1), SM(10)]",svhn,1091264,4,0.00016,0.7806,0.805,0.8236,0.8196,0.8442,0.8516,0.8572,0.846,0.8466,0.8502,0.8674,0.8664,0.8668,0.8704,0.8698,0.869,0.8696,0.8684,0.869,0.8684
"[C(512,3,1), C(64,3,1), D(1,6), C(256,3,1), C(64,5,1), D(2,6), C(64,5,1), C(256,3,1), D(3,6), P(3,2), C(128,3,1), D(4,6), P(5,3), C(256,1,1), D(5,6), C(512,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,3360256,13,0.0004,0.5986,0.822,0.8684,0.8826,0.8952,0.9084,0.9098,0.9182,0.9144,0.9216,0.9214,0.9198,0.9242,0.9224,0.9262,0.9264,0.9246,0.9258,0.9262,0.9272
"[C(64,1,1), C(128,3,1), D(1,6), C(64,3,1), C(64,3,1), D(2,6), P(3,2), C(64,3,1), D(3,6), C(128,3,1), C(128,5,1), D(4,6), P(5,3), C(128,3,1), D(5,6), C(256,3,1), C(256,1,1), D(6,6), SM(10)]",svhn,1278144,13,0.001,0.8444,0.8916,0.9102,0.9156,0.9198,0.9364,0.9368,0.9362,0.9404,0.9412,0.946,0.949,0.9486,0.948,0.9506,0.9504,0.9494,0.9502,0.9502,0.9504
"[C(512,3,1), C(256,3,1), D(1,6), C(256,1,1), C(64,3,1), D(2,6), C(64,5,1), C(512,1,1), D(3,6), C(64,5,1), C(128,5,1), D(4,6), C(256,3,1), C(64,1,1), D(5,6), C(512,1,1), P(3,2), D(6,6), SM(10)]",svhn,2909696,13,0.000064,0.4922,0.7598,0.8062,0.8474,0.8714,0.8874,0.893,0.897,0.9006,0.9008,0.9052,0.906,0.906,0.9062,0.9082,0.9072,0.9082,0.908,0.9092,0.9086
"[C(64,5,1), C(64,5,1), D(1,3), P(5,3), C(128,1,1), D(2,3), P(5,3), SM(10)]",svhn,115392,6,0.0004,0.4778,0.6346,0.6446,0.7176,0.7386,0.7662,0.7626,0.7742,0.7798,0.7722,0.7908,0.7948,0.7938,0.7964,0.7972,0.8018,0.8028,0.8026,0.8038,0.8032
"[C(512,5,1), C(64,5,1), D(1,5), C(512,1,1), C(128,1,1), D(2,5), C(64,5,1), P(5,3), D(3,5), C(64,5,1), C(512,1,1), D(4,5), C(128,3,1), SM(10)]",svhn,2033152,10,0.0004,0.7572,0.8228,0.8484,0.8694,0.8708,0.8946,0.895,0.9,0.902,0.9014,0.9106,0.9102,0.9118,0.9126,0.9122,0.913,0.9132,0.9128,0.913,0.9144
"[C(64,5,1), C(128,3,1), D(1,4), C(512,3,1), C(512,3,1), D(2,4), C(256,5,1), C(256,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,9171648,8,0.0004,0.7972,0.8834,0.888,0.8948,0.9004,0.922,0.9204,0.9184,0.916,0.9102,0.9202,0.9186,0.9204,0.919,0.918,0.9192,0.919,0.9168,0.9176,0.9172
"[C(128,3,1), C(256,5,1), D(1,4), C(128,5,1), P(3,2), D(2,4), C(64,5,1), C(256,3,1), D(3,4), P(3,2), SM(10)]",svhn,1994112,8,0.0004,0.6754,0.7588,0.8424,0.8546,0.8662,0.9056,0.9062,0.9122,0.9134,0.9184,0.9222,0.923,0.9226,0.923,0.9246,0.9238,0.9262,0.9258,0.9266,0.9248
"[C(64,3,1), P(5,3), D(1,3), C(128,5,1), C(512,5,1), D(2,3), C(128,1,1), C(256,3,1), D(3,3), C(128,3,1), GAP(10), SM(10)]",svhn,2501568,9,0.0004,0.2736,0.4122,0.766,0.8634,0.8896,0.911,0.911,0.9162,0.9174,0.9182,0.9274,0.9298,0.9302,0.932,0.9302,0.9318,0.9328,0.9326,0.9328,0.9336
"[C(64,3,1), C(64,3,1), D(1,5), C(512,5,1), C(64,3,1), D(2,5), C(128,1,1), C(128,1,1), D(3,5), P(5,3), C(128,3,1), D(4,5), C(64,3,1), C(64,1,1), D(5,5), C(256,5,1), GAP(10), SM(10)]",svhn,1814720,13,0.001,0.496,0.8442,0.8792,0.9008,0.9024,0.925,0.9254,0.9268,0.927,0.9312,0.937,0.9372,0.9364,0.937,0.939,0.9398,0.9392,0.9392,0.9404,0.9398
"[C(256,1,1), C(256,5,1), D(1,1), SM(10)]",svhn,3277568,3,0.000064,0.7434,0.7824,0.7846,0.7732,0.7888,0.8114,0.8172,0.8192,0.818,0.8118,0.8186,0.8196,0.8204,0.8214,0.8176,0.8212,0.8204,0.8206,0.8204,0.8204
"[C(512,3,1), C(256,5,1), D(1,6), C(64,3,1), C(128,3,1), D(2,6), P(5,3), C(256,1,1), D(3,6), C(512,5,1), P(2,2), D(4,6), FC(512), D(5,6), SM(10)]",svhn,13637120,10,0.000026,0.5576,0.7178,0.762,0.801,0.8152,0.8342,0.8412,0.8488,0.8538,0.8568,0.862,0.865,0.867,0.8648,0.8674,0.8716,0.8726,0.8724,0.8724,0.8732
"[C(512,3,1), C(64,1,1), D(1,2), C(256,3,1), C(256,1,1), D(2,2), SM(10)]",svhn,325120,5,0.0004,0.776,0.8206,0.8276,0.8298,0.8476,0.8638,0.8656,0.862,0.8618,0.8528,0.8702,0.8686,0.8706,0.868,0.8694,0.8702,0.8722,0.8702,0.8714,0.8716
"[C(128,5,1), C(512,3,1), D(1,6), C(512,5,1), P(3,2), D(2,6), C(128,3,1), C(64,3,1), D(3,6), C(256,5,1), C(256,5,1), D(4,6), C(128,5,1), C(128,1,1), D(5,6), C(64,5,1), C(256,1,1), D(6,6), SM(10)]",svhn,10986880,13,0.00016,0.831,0.8936,0.9088,0.9178,0.9234,0.9348,0.9342,0.9362,0.9392,0.9384,0.9456,0.9472,0.944,0.946,0.9458,0.9466,0.9456,0.9454,0.9458,0.946
"[C(64,3,1), P(3,2), D(1,3), C(256,3,1), C(64,3,1), D(2,3), C(128,3,1), C(512,5,1), D(3,3), SM(10)]",svhn,8562368,7,0.00016,0.394,0.7376,0.787,0.8266,0.8462,0.857,0.8624,0.8666,0.8666,0.876,0.8756,0.8768,0.8772,0.88,0.8798,0.8804,0.8812,0.8806,0.8814,0.881
"[C(512,5,1), C(64,1,1), D(1,6), C(512,1,1), C(256,3,1), D(2,6), C(512,3,1), C(256,1,1), D(3,6), C(256,1,1), C(128,1,1), D(4,6), P(5,3), C(512,3,1), D(5,6), P(2,2), C(128,1,1), D(6,6), SM(10)]",svhn,3364352,13,0.001,0.7346,0.8502,0.8658,0.8784,0.8948,0.9056,0.9102,0.9104,0.9146,0.9178,0.9256,0.928,0.929,0.931,0.9288,0.931,0.931,0.9324,0.9328,0.9322
"[C(128,3,1), C(256,1,1), D(1,2), P(3,2), SM(10)]",svhn,36224,4,0.001,0.6302,0.699,0.7076,0.6966,0.7004,0.7604,0.7612,0.7622,0.7624,0.7732,0.7826,0.7828,0.7838,0.7816,0.7842,0.7884,0.7896,0.79,0.791,0.789
"[C(64,5,1), C(64,1,1), D(1,6), C(256,5,1), P(5,3), D(2,6), C(128,3,1), C(64,3,1), D(3,6), C(64,1,1), C(128,1,1), D(4,6), C(256,1,1), C(512,5,1), D(5,6), C(256,3,1), C(64,5,1), D(6,6), SM(10)]",svhn,5800640,13,0.001,0.781,0.8578,0.8824,0.896,0.905,0.9214,0.9214,0.922,0.9184,0.9304,0.9342,0.9374,0.9336,0.9348,0.9374,0.9376,0.9376,0.938,0.938,0.9366
"[C(128,5,1), C(64,3,1), D(1,5), C(64,1,1), C(256,5,1), D(2,5), C(256,1,1), P(2,2), D(3,5), C(512,1,1), C(128,5,1), D(4,5), C(64,1,1), C(128,3,1), D(5,5), SM(10)]",svhn,2561408,11,0.0004,0.7208,0.8356,0.8738,0.8846,0.8954,0.9154,0.9194,0.922,0.9214,0.9212,0.9226,0.9236,0.9248,0.9254,0.9244,0.925,0.9252,0.9254,0.9246,0.9258
"[C(128,5,1), P(5,3), D(1,2), C(512,3,1), C(512,3,1), D(2,2), SM(10)]",svhn,5318016,5,0.00016,0.365,0.6414,0.7414,0.7478,0.798,0.7982,0.8076,0.8262,0.8378,0.8338,0.8432,0.8486,0.848,0.852,0.8552,0.8578,0.8594,0.858,0.8586,0.859
"[C(128,5,1), C(512,1,1), D(1,6), C(128,3,1), C(512,1,1), D(2,6), P(2,2), C(256,3,1), D(3,6), C(64,5,1), P(2,2), D(4,6), C(128,5,1), C(128,1,1), D(5,6), C(512,3,1), C(256,3,1), D(6,6), SM(10)]",svhn,4900224,13,0.001,0.7482,0.8416,0.877,0.8952,0.9012,0.92,0.9236,0.9262,0.9278,0.9334,0.9336,0.9344,0.938,0.936,0.9372,0.9388,0.9386,0.9386,0.9398,0.9388
"[C(128,1,1), C(512,1,1), D(1,6), C(512,5,1), C(128,5,1), D(2,6), C(512,1,1), C(256,5,1), D(3,6), C(64,3,1), C(128,1,1), D(4,6), C(512,5,1), C(128,1,1), D(5,6), C(64,1,1), C(256,1,1), D(6,6), SM(10)]",svhn,13549952,13,0.000064,0.6378,0.8066,0.8536,0.8644,0.8792,0.895,0.8974,0.8986,0.899,0.9034,0.91,0.9108,0.9102,0.911,0.9108,0.9108,0.911,0.912,0.912,0.9118
"[C(512,5,1), C(128,5,1), D(1,4), C(128,3,1), C(256,5,1), D(2,4), C(512,1,1), C(512,1,1), D(3,4), C(256,1,1), C(512,3,1), D(4,4), SM(10)]",svhn,6706688,9,0.0004,0.7586,0.8222,0.8442,0.8572,0.863,0.879,0.8826,0.8828,0.8836,0.8902,0.8926,0.8942,0.894,0.8954,0.8952,0.8978,0.8974,0.8974,0.898,0.898
